CustomerId,Surname,CreditScore,Gender,Age,Tenure,IsActiveMember,EstimatedSalary,Card Type,Point Earned
15735203,Seleznyov,654,Female,32,1,1,126143.23,GOLD,224
15576256,Yusupova,582,Male,39,5,1,129892.93,DIAMOND,343
15659420,Foley,659,Male,32,3,1,102416.84,DIAMOND,683
15593365,Shih,762,Male,39,2,1,18719.67,GOLD,929
15777352,Ikedinachukwu,568,Female,32,7,0,61936.22,PLATINUM,234
15812007,Power,670,Male,25,6,1,78358.94,DIAMOND,723
15625461,Amos,613,Female,45,1,1,147224.27,PLATINUM,482
15739438,Reed,539,Male,30,0,0,160979.66,DIAMOND,231
15611759,Simmons,850,Female,57,8,1,132298.49,GOLD,244
15661629,Ricci,522,Male,34,9,0,174248.52,GOLD,973
15633950,Yen,737,Male,41,1,1,123547.28,SILVER,463
15592386,Campbell,520,Male,58,3,1,32790.02,DIAMOND,253
15803716,West,706,Male,28,3,1,181543.67,SILVER,241
15696674,Robinson,643,Female,45,2,1,2319.96,PLATINUM,537
15706365,Bianchi,648,Female,50,9,1,189543.19,DIAMOND,332
15745088,Chen,443,Female,29,9,0,10940.4,PLATINUM,390
15676715,Madukaego,640,Male,68,9,1,199493.38,PLATINUM,763
15613085,Ibrahimova,628,Female,33,3,1,188193.25,GOLD,240
15633537,Nolan,540,Female,42,9,0,172572.64,PLATINUM,978
15594720,Scott,460,Female,35,8,1,189339.6,DIAMOND,366
15684042,Blair,636,Male,34,2,1,53512.16,DIAMOND,356
15583303,Monaldo,593,Female,29,2,0,34004.44,SILVER,907
15611579,Sutherland,801,Male,42,4,1,10598.29,SILVER,687
15774696,Cole,640,Female,75,1,1,113428.77,PLATINUM,703
15694506,Briggs,611,Male,31,0,1,183487.98,DIAMOND,388
15688074,Gregory,802,Male,31,1,1,187658.09,DIAMOND,579
15759537,Bianchi,717,Male,35,7,1,172459.39,GOLD,793
15758449,Angelo,769,Female,39,8,1,21016.0,GOLD,828
15583456,Gardiner,745,Male,45,10,1,122381.02,GOLD,291
15667871,Kerr,572,Male,35,4,0,128123.66,GOLD,951
15677371,Ko,629,Female,30,2,0,19570.63,DIAMOND,952
15629677,Distefano,687,Female,39,2,0,188150.6,GOLD,616
15713578,Farrell,483,Female,50,9,1,111020.24,SILVER,706
15591509,Milano,690,Male,36,7,0,123775.15,DIAMOND,423
15568240,Ting,492,Female,30,10,1,146700.22,GOLD,552
15622993,Boyd,709,Male,28,8,0,145251.35,DIAMOND,665
15689294,Onyemaechi,705,Male,44,3,0,82463.69,PLATINUM,351
15720910,Black,560,Female,66,9,1,15928.49,DIAMOND,906
15721181,Oliver,611,Male,46,6,0,45886.33,DIAMOND,406
15776433,Greco,730,Male,62,2,1,186489.95,GOLD,594
15748936,Whitehead,709,Female,45,2,1,162922.65,PLATINUM,815
15717225,Ikemefuna,544,Female,21,10,0,9262.77,PLATINUM,458
15685226,Morrison,712,Female,29,7,1,84932.4,SILVER,886
15785611,Onyeoruru,752,Male,38,3,1,71557.12,SILVER,833
15573456,Cunningham,648,Male,46,9,0,77405.95,GOLD,932
15684548,Demidov,556,Male,38,8,0,417.41,GOLD,632
15620505,Celis,594,Female,24,0,1,71405.17,DIAMOND,431
15807432,Cheng,645,Female,37,2,1,153400.24,PLATINUM,739
15584766,Knight,557,Male,33,3,1,371.05,SILVER,362
15612187,Morin,547,Male,32,8,0,67789.99,SILVER,309
15762218,Mills,701,Female,39,9,1,145894.9,GOLD,513
15646372,Outhwaite,616,Female,66,1,0,183840.51,DIAMOND,302
15690452,Tung,605,Male,52,1,0,108887.44,DIAMOND,437
15747795,Pai,593,Female,38,4,1,154071.27,SILVER,337
15781589,Carpenter,751,Male,52,8,1,179291.85,SILVER,629
15732674,Fennell,443,Male,36,6,1,56937.43,GOLD,858
15642291,Fontaine,685,Male,23,8,1,112239.03,SILVER,543
15692761,Pratt,718,Male,36,9,0,45909.87,DIAMOND,939
15578045,Mitchell,538,Female,49,9,0,173779.25,GOLD,797
15745354,Franklin,611,Female,37,4,0,125696.26,SILVER,629
15701376,K'ung,668,Male,37,10,1,159585.61,SILVER,743
15691625,Ko,537,Female,41,3,0,106761.47,DIAMOND,767
15566594,McKenzie,709,Male,23,10,0,129590.18,SILVER,246
15760431,Pino,850,Male,38,1,1,80006.65,PLATINUM,480
15686302,Fisk,745,Female,31,3,1,140451.52,GOLD,924
15801559,Chiang,693,Female,41,9,1,187929.43,GOLD,430
15810432,Moseley,795,Male,35,8,0,167155.36,DIAMOND,708
15809616,Hsiung,626,Male,26,8,0,191420.71,PLATINUM,701
15720559,Heath,487,Female,61,5,0,11384.45,DIAMOND,982
15695632,Dellucci,556,Female,39,9,1,94898.1,DIAMOND,827
